time,size_sent,size_rcv 
0,23.5890625,126.9078125 
10,56.140625,224.51953125 
20,88.40703125,390.51171875 
30,131.428125,514.06328125 
40,167.25625,660.88671875 
50,209.0625,804.1515625 
60,251.68046875,997.634375 
70,283.78046875,1128.53125 
80,318.521875,1283.5265625 
90,344.83515625,1406.559375 
100,373.6765625,1513.95234375 
110,400.6765625,1609.05078125 
120,434.4640625,1712.73984375 
130,462.25,1781.525 
140,491.5703125,1852.84375 
150,526.778125,1882.159375 
160,585.98046875,1913.01484375 
170,609.58828125,1937.98671875 
180,635.971875,1944.35546875 
190,659.096875,1947.109375 
200,694.16015625,1960.3515625 
210,819.89375,2030.96875 
220,951.9640625,2107.703125 
230,1112.984375,2199.0859375 
240,1262.89375,2282.03125 
250,1334.4140625,2309.8515625 
260,1361.159375,2317 
270,1372.72265625,2322.33203125 
280,1374.95546875,2346.88359375 
290,1469.6609375,2747.50390625 
300,1604.4375,3362.1515625 
310,1647.1109375,3584.5796875 
316,1648.6875,3592.8875 
